latitude,longitude,alt,lat_accuracy,lon_accuracy,alt_accuracy,undulation,sat_used,timestamp
47.98691,-81.848427,372.432007,2.261,2.261,3.333,-38.016998,8,74398709
47.98691,-81.848427,372.443024,2.176,2.176,3.24,-38.016022,8,74798709
47.98691,-81.848427,372.434021,2.139,2.139,3.197,-38.016998,8,74998709
47.98691,-81.848427,372.443024,2.105,2.105,3.158,-38.016998,8,75198709
47.98691,-81.848427,372.445007,2.043,2.043,3.082,-38.016998,8,75600129
47.98691,-81.848427,372.439026,2.011,2.011,3.046,-38.016022,8,75800129
47.98691,-81.848427,372.459015,1.981,1.981,3.005,-38.016998,8,76000129
47.98691,-81.848427,372.47403,1.954,1.954,2.966,-38.017029,8,76200129
47.98691,-81.848427,372.490021,1.93,1.93,2.935,-38.016998,8,76400109
47.98691,-81.848428,372.48703,1.908,1.908,2.898,-38.017029,8,76600109
47.98691,-81.848428,372.496033,1.889,1.889,2.864,-38.017029,8,76800109
47.98691,-81.848428,372.475006,1.85,1.85,2.799,-38.016998,8,77200109
47.98691,-81.848428,372.480011,1.831,1.831,2.767,-38.016998,8,77400109
47.98691,-81.848429,372.497009,1.811,1.811,2.736,-38.016998,8,77600109
47.986911,-81.848429,372.557007,1.778,1.778,2.681,-38.016998,8,78000109
47.986911,-81.848429,372.53302,1.762,1.762,2.65,-38.016998,8,78200109
47.986911,-81.848429,372.538025,1.746,1.746,2.619,-38.016998,8,78400109
47.986911,-81.848429,372.583008,1.714,1.714,2.561,-38.015991,8,78800109
47.986911,-81.848429,372.601013,1.698,1.698,2.533,-38.016998,8,79000109
47.986911,-81.848429,372.588013,1.683,1.683,2.51,-38.015991,8,79200109
47.986912,-81.848429,372.588013,1.656,1.656,2.469,-38.016998,8,79600109
47.986912,-81.848429,372.563019,1.642,1.642,2.449,-38.015991,8,79800109
47.986912,-81.848429,372.540009,1.629,1.629,2.421,-38.016998,8,80000109
47.986912,-81.848429,372.508026,1.6,1.6,2.367,-38.016998,8,80400109
47.986912,-81.848429,372.423004,1.585,1.585,2.342,-38.016998,8,80600109
47.986912,-81.848429,372.325012,1.571,1.571,2.319,-38.016998,8,80800109
47.986912,-81.848429,372.366028,1.546,1.546,2.282,-38.016998,8,81200109
47.986912,-81.848429,372.427032,1.535,1.535,2.263,-38.017029,8,81400109
47.986912,-81.848429,372.506012,1.525,1.525,2.251,-38.016998,8,81600109
47.986912,-81.84843,372.544006,1.504,1.504,2.227,-38.016998,8,82000109
47.986912,-81.84843,372.534027,1.495,1.495,2.216,-38.016998,8,82200109
47.986912,-81.84843,372.51001,1.485,1.485,2.205,-38.016998,8,82400109
47.986913,-81.84843,372.491028,1.465,1.465,2.178,-38.016998,8,82800109
47.986913,-81.84843,372.493011,1.456,1.456,2.169,-38.016998,8,83000109
47.986913,-81.84843,372.488007,1.447,1.447,2.159,-38.016998,8,83200109
47.986913,-81.848431,372.406006,1.437,1.437,2.144,-38.016998,10,83400109
47.986912,-81.848432,372.328003,1.427,1.427,2.129,-38.016998,10,83600109
